EK,UK,UUK,Kennzeichen,Klassendefinition,Klassenname,Beispiele,Target
P,PG,PGJ,PGJ,Skalaranzeige zur Anzeige elektrischer Energie,Leistungsmessinstrument,Blindleistungsmessgerät,Blindleistungsmessgerät
P,PG,PGJ,PGJ,Skalaranzeige zur Anzeige elektrischer Energie,Leistungsmessinstrument,Blindleistungsmessgerät,Leistungsmessinstrument
P,PG,PGJ,PGJ,Skalaranzeige zur Anzeige elektrischer Energie,Leistungsmessinstrument,Blindleistungsmessgerät,Skalaranzeige zur Anzeige elektrischer Energie
P,PG,PGK,PGK,Skalaranzeige zur Anzeige von Zeit,Uhr,,Skalaranzeige zur Anzeige von Zeit
P,PG,PGK,PGK,Skalaranzeige zur Anzeige von Zeit,Uhr,,Uhr
P,PG,PGL,PGL,Skalaranzeige zur Anzeige von Füllständen,Füllstandsanzeige,Sichtglas,Skalaranzeige zur Anzeige von Füllständen
P,PG,PGL,PGL,Skalaranzeige zur Anzeige von Füllständen,Füllstandsanzeige,Sichtglas,Füllstandsanzeige
P,PG,PGL,PGL,Skalaranzeige zur Anzeige von Füllständen,Füllstandsanzeige,Sichtglas,Sichtglas
P,PG,PGM,PGM,Skalaranzeige zur Anzeige von Feuchte,Feuchteanzeige,Hygrometer,Feuchteanzeige
P,PG,PGM,PGM,Skalaranzeige zur Anzeige von Feuchte,Feuchteanzeige,Hygrometer,Skalaranzeige zur Anzeige von Feuchte
P,PG,PGM,PGM,Skalaranzeige zur Anzeige von Feuchte,Feuchteanzeige,Hygrometer,Hygrometer
P,PG,PGP,PGP,Skalaranzeige zur Anzeige von Druck,Druckanzeige,Barometer,Druckanzeige
P,PG,PGP,PGP,Skalaranzeige zur Anzeige von Druck,Druckanzeige,Barometer,Barometer
P,PG,PGP,PGP,Skalaranzeige zur Anzeige von Druck,Druckanzeige,Barometer,Skalaranzeige zur Anzeige von Druck
P,PG,PGP,PGP,Skalaranzeige zur Anzeige von Druck,Druckanzeige,Manometer,Manometer
P,PG,PGP,PGP,Skalaranzeige zur Anzeige von Druck,Druckanzeige,Manometer,Druckanzeige
P,PG,PGP,PGP,Skalaranzeige zur Anzeige von Druck,Druckanzeige,Manometer,Skalaranzeige zur Anzeige von Druck
P,PG,PGQ,PGQ,Skalaranzeige zur Anzeige von Substanzkonzentration,Konzentrationsanzeige,,Skalaranzeige zur Anzeige von Substanzkonzentration
P,PG,PGQ,PGQ,Skalaranzeige zur Anzeige von Substanzkonzentration,Konzentrationsanzeige,,Konzentrationsanzeige
P,PG,PGR,PGR,Skalaranzeige zur Anzeige von Strahlung,Elektromagnetwellenanzeige,,Skalaranzeige zur Anzeige von Strahlung
P,PG,PGR,PGR,Skalaranzeige zur Anzeige von Strahlung,Elektromagnetwellenanzeige,,Elektromagnetwellenanzeige
P,PG,PGS,PGS,Skalaranzeige zur Anzeige eines Zeitbereichs,Frequenzmessgerät,,Skalaranzeige zur Anzeige eines Zeitbereichs
P,PG,PGS,PGS,Skalaranzeige zur Anzeige eines Zeitbereichs,Frequenzmessgerät,,Frequenzmessgerät
P,PG,PGT,PGT,Skalaranzeige zur Anzeige von Temperatur,Temperaturanzeige,,Skalaranzeige zur Anzeige von Temperatur
P,PG,PGT,PGT,Skalaranzeige zur Anzeige von Temperatur,Temperaturanzeige,,Temperaturanzeige
P,PG,PGV,PGV,Skalaranzeige zur Anzeige des Unterschieds zwischen Wirkleistung und Blindleistung,Cos-phi-Meter,,Cos-phi-Meter
P,PG,PGV,PGV,Skalaranzeige zur Anzeige des Unterschieds zwischen Wirkleistung und Blindleistung,Cos-phi-Meter,,Skalaranzeige zur Anzeige des Unterschieds zwischen Wirkleistung und Blindleistung
P,PG,PGW,PGW,"Skalaranzeige zur Anzeige von Gewicht, Kraft oder Drehmoment",Kraftanzeige,,"Skalaranzeige zur Anzeige von Gewicht, Kraft oder Drehmoment"
P,PG,PGW,PGW,"Skalaranzeige zur Anzeige von Gewicht, Kraft oder Drehmoment",Kraftanzeige,,Kraftanzeige
P,PG,PGX,PGX,Skalaranzeige zur Anzeige von Schall,Audiospektrometer,,Skalaranzeige zur Anzeige von Schall
P,PG,PGX,PGX,Skalaranzeige zur Anzeige von Schall,Audiospektrometer,,Audiospektrometer
P,PG,PGZ,PGZ,Skalaranzeige zur Anzeige der Anzahl an Ereignissen,Mengenmessgerät,,Skalaranzeige zur Anzeige der Anzahl an Ereignissen
P,PG,PGZ,PGZ,Skalaranzeige zur Anzeige der Anzahl an Ereignissen,Mengenmessgerät,,Mengenmessgerät
P,PH,,PH,"Präsentierobjekt in sichtbarer Form durch Bilder, Symbole, Text oder physikalische Eigenschaften",Grafische Anzeige,,"Präsentierobjekt in sichtbarer Form durch Bilder, Symbole, Text oder physikalische Eigenschaften"
P,PH,,PH,"Präsentierobjekt in sichtbarer Form durch Bilder, Symbole, Text oder physikalische Eigenschaften",Grafische Anzeige,,Grafische Anzeige
P,PH,PHA,PHA,Grafische Anzeige mit dynamischer Oberfläche,Display,Bildschirm,Grafische Anzeige mit dynamischer Oberfläche
P,PH,PHA,PHA,Grafische Anzeige mit dynamischer Oberfläche,Display,Bildschirm,Bildschirm
P,PH,PHA,PHA,Grafische Anzeige mit dynamischer Oberfläche,Display,Bildschirm,Display
P,PH,PHA,PHA,Grafische Anzeige mit dynamischer Oberfläche,Display,Whiteboard,Whiteboard
P,PH,PHA,PHA,Grafische Anzeige mit dynamischer Oberfläche,Display,Whiteboard,Grafische Anzeige mit dynamischer Oberfläche
P,PH,PHA,PHA,Grafische Anzeige mit dynamischer Oberfläche,Display,Tafel,Tafel
P,PH,PHA,PHA,Grafische Anzeige mit dynamischer Oberfläche,Display,Tafel,Display
P,PH,PHA,PHA,Grafische Anzeige mit dynamischer Oberfläche,Display,Tafel,Grafische Anzeige mit dynamischer Oberfläche
P,PH,PHA,PHA,Grafische Anzeige mit dynamischer Oberfläche,Display,Whiteboard,Display
P,PH,PHB,PHB,Grafische Anzeige mit an einem anderen Ort dargestellter dynamischer Oberfläche,Projektor,,Grafische Anzeige mit an einem anderen Ort dargestellter dynamischer Oberfläche
P,PH,PHB,PHB,Grafische Anzeige mit an einem anderen Ort dargestellter dynamischer Oberfläche,Projektor,,Projektor
P,PH,PHC,PHC,Grafische Anzeige auf gedruckten Medien,Drucker,,Grafische Anzeige auf gedruckten Medien
P,PH,PHC,PHC,Grafische Anzeige auf gedruckten Medien,Drucker,,Drucker
P,PH,PHD,PHD,Grafische Anzeige in statischer Form auf seiner eigenen Oberfläche,Schild,Verkehrszeichen,Verkehrszeichen
P,PH,PHD,PHD,Grafische Anzeige in statischer Form auf seiner eigenen Oberfläche,Schild,Verkehrszeichen,Schild
P,PH,PHD,PHD,Grafische Anzeige in statischer Form auf seiner eigenen Oberfläche,Schild,Verkehrszeichen,Grafische Anzeige in statischer Form auf seiner eigenen Oberfläche
P,PH,PHE,PHE,Grafische Anzeige in statischer Form auf der Oberfläche eines anderen Objekts,Kennzeichnung,,Grafische Anzeige in statischer Form auf der Oberfläche eines anderen Objekts
P,PH,PHE,PHE,Grafische Anzeige in statischer Form auf der Oberfläche eines anderen Objekts,Kennzeichnung,,Kennzeichnung
P,PH,PHF,PHF,Grafische Anzeige in statischer Form aufgrund seiner physikalischen Eigenschaften,Markierungspfosten,Referenzpunkt,Grafische Anzeige in statischer Form aufgrund seiner physikalischen Eigenschaften
P,PH,PHF,PHF,Grafische Anzeige in statischer Form aufgrund seiner physikalischen Eigenschaften,Markierungspfosten,Referenzpunkt,Markierungspfosten
P,PH,PHF,PHF,Grafische Anzeige in statischer Form aufgrund seiner physikalischen Eigenschaften,Markierungspfosten,Referenzpunkt,Referenzpunkt
P,PJ,,PJ,Präsentationsobjekt in hörbarer Form,Akustisches Gerät,,Präsentationsobjekt in hörbarer Form
P,PJ,,PJ,Präsentationsobjekt in hörbarer Form,Akustisches Gerät,,Akustisches Gerät
P,PJ,PJA,PJA,Akustisches Gerät unter Verwendung der Bewegung einer Membran,Lautsprecher,,Akustisches Gerät unter Verwendung der Bewegung einer Membran
P,PJ,PJA,PJA,Akustisches Gerät unter Verwendung der Bewegung einer Membran,Lautsprecher,,Lautsprecher
P,PJ,PJB,PJB,Akustisches Gerät unter Verwendung eines Luftstroms,Hupe,,Akustisches Gerät unter Verwendung eines Luftstroms
P,PJ,PJB,PJB,Akustisches Gerät unter Verwendung eines Luftstroms,Hupe,,Hupe
P,PJ,PJC,PJC,Akustisches Gerät unter Verwendung von mechanischer Anregung des Objekts,Klingel,,Klingel
P,PJ,PJC,PJC,Akustisches Gerät unter Verwendung von mechanischer Anregung des Objekts,Klingel,,Akustisches Gerät unter Verwendung von mechanischer Anregung des Objekts
P,PK,,PK,Präsentationsobjekt in taktiler Form,Taktiles Gerät,,Taktiles Gerät
P,PK,,PK,Präsentationsobjekt in taktiler Form,Taktiles Gerät,,Präsentationsobjekt in taktiler Form
P,PK,PKA,PKA,Taktiles Gerät für diskrete Zustände durch Vibration,Vibrator,,Taktiles Gerät für diskrete Zustände durch Vibration
P,PK,PKA,PKA,Taktiles Gerät für diskrete Zustände durch Vibration,Vibrator,,Vibrator
P,PK,PKB,PKB,Taktiles Gerät für statische Informationen,Braille-Zeichen,Straßenrillen,Taktiles Gerät für statische Informationen
P,PK,PKB,PKB,Taktiles Gerät für statische Informationen,Braille-Zeichen,Straßenrillen,Braille-Zeichen
P,PK,PKB,PKB,Taktiles Gerät für statische Informationen,Braille-Zeichen,Straßenrillen,Straßenrillen
P,PK,PKC,PKC,Taktiles Gerät für überlagernde Hindernisse,Warnung vor lichter Höhe,,Taktiles Gerät für überlagernde Hindernisse
P,PK,PKC,PKC,Taktiles Gerät für überlagernde Hindernisse,Warnung vor lichter Höhe,,Warnung vor lichter Höhe
P,PL,,PL,Präsentationsobjekt in Ornamentform,Ornamentobjekt,,Präsentationsobjekt in Ornamentform
P,PL,,PL,Präsentationsobjekt in Ornamentform,Ornamentobjekt,,Ornamentobjekt
P,PL,PLA,PLA,Ornamentobjekt als Trennung zwischen zwei Bereichen,Sims,,Sims
P,PL,PLA,PLA,Ornamentobjekt als Trennung zwischen zwei Bereichen,Sims,,Ornamentobjekt als Trennung zwischen zwei Bereichen
P,PL,PLB,PLB,Ornamentobjekt als räumliche Darstellung von etwas,Figur,,Ornamentobjekt als räumliche Darstellung von etwas
P,PL,PLB,PLB,Ornamentobjekt als räumliche Darstellung von etwas,Figur,,Figur
P,PL,PLC,PLC,Ornamentobjekt als herausragende Gebilde und/oder dekorative Elemente an einer Wand,Fries,Pilaster,Ornamentobjekt als herausragende Gebilde und/oder dekorative Elemente an einer Wand
P,PL,PLC,PLC,Ornamentobjekt als herausragende Gebilde und/oder dekorative Elemente an einer Wand,Fries,Pilaster,Fries
P,PL,PLC,PLC,Ornamentobjekt als herausragende Gebilde und/oder dekorative Elemente an einer Wand,Fries,Pilaster,Pilaster
P,PL,PLC,PLC,Ornamentobjekt als herausragende Gebilde und/oder dekorative Elemente an einer Wand,Fries,Stuck,Ornamentobjekt als herausragende Gebilde und/oder dekorative Elemente an einer Wand
P,PL,PLC,PLC,Ornamentobjekt als herausragende Gebilde und/oder dekorative Elemente an einer Wand,Fries,Stuck,Fries
P,PL,PLC,PLC,Ornamentobjekt als herausragende Gebilde und/oder dekorative Elemente an einer Wand,Fries,Stuck,Stuck
P,PL,PLD,PLD,"Ornamentobjekt zur Darstellung, Illustrierung oder Reproduktion eines sichtbaren Objekts auf einer Oberfläche",Bild,,"Ornamentobjekt zur Darstellung, Illustrierung oder Reproduktion eines sichtbaren Objekts auf einer Oberfläche"
P,PL,PLD,PLD,"Ornamentobjekt zur Darstellung, Illustrierung oder Reproduktion eines sichtbaren Objekts auf einer Oberfläche",Bild,,Bild
P,PL,PLE,PLE,"Ornamentobjekt in Form eines Stoffs, mit dem ein Teil eines anderen Objekts abgedeckt wird",Teppich,,Teppich
P,PL,PLE,PLE,"Ornamentobjekt in Form eines Stoffs, mit dem ein Teil eines anderen Objekts abgedeckt wird",Teppich,,"Ornamentobjekt in Form eines Stoffs, mit dem ein Teil eines anderen Objekts abgedeckt wird"
P,PZ,,PZ,Präsentationsobjekt in mehreren Formen,Mehrfachpräsentierobjekt,,Präsentationsobjekt in mehreren Formen
P,PZ,,PZ,Präsentationsobjekt in mehreren Formen,Mehrfachpräsentierobjekt,,Mehrfachpräsentierobjekt
P,PZ,PZA,PZA,Mehrfachpräsentierobjekt für diskrete Zustände,Audiovisueller Alarm,,Mehrfachpräsentierobjekt für diskrete Zustände
P,PZ,PZA,PZA,Mehrfachpräsentierobjekt für diskrete Zustände,Audiovisueller Alarm,,Audiovisueller Alarm
P,PZ,PZB,PZB,Mehrfachpräsentierobjekt für mehrere Informatonen,Fernsehgerät,,Mehrfachpräsentierobjekt für mehrere Informatonen
P,PZ,PZB,PZB,Mehrfachpräsentierobjekt für mehrere Informatonen,Fernsehgerät,,Fernsehgerät
Q,,,Q,Objekt zur Steuerung von Zugang oder Durchfluss,Steuerungsobjekt,,Objekt zur Steuerung von Zugang oder Durchfluss
Q,,,Q,Objekt zur Steuerung von Zugang oder Durchfluss,Steuerungsobjekt,,Steuerungsobjekt
Q,QA,,QA,Steuerobjekt für elektrischen Strom in einem Schaltkreis,Stromsteuerungsobjekt,,Steuerobjekt für elektrischen Strom in einem Schaltkreis
Q,QA,,QA,Steuerobjekt für elektrischen Strom in einem Schaltkreis,Stromsteuerungsobjekt,,Stromsteuerungsobjekt
Q,QA,QAA,QAA,Stromsteuerungsobjekt in mechanischer Form nur unter normalen Betriebsbedingungen,Schütz,Motoranlasser,Motoranlasser
Q,QA,QAA,QAA,Stromsteuerungsobjekt in mechanischer Form nur unter normalen Betriebsbedingungen,Schütz,Motoranlasser,Stromsteuerungsobjekt in mechanischer Form nur unter normalen Betriebsbedingungen
Q,QA,QAA,QAA,Stromsteuerungsobjekt in mechanischer Form nur unter normalen Betriebsbedingungen,Schütz,Motoranlasser,Schütz
Q,QA,QAB,QAB,Stromsteuerungsobjekt in mechanischer Form unter normalen und unnormalen Betriebsbedingungen,Schutzschalter,Motoranlasser,Stromsteuerungsobjekt in mechanischer Form unter normalen und unnormalen Betriebsbedingungen
Q,QA,QAB,QAB,Stromsteuerungsobjekt in mechanischer Form unter normalen und unnormalen Betriebsbedingungen,Schutzschalter,Motoranlasser,Schutzschalter
Q,QA,QAB,QAB,Stromsteuerungsobjekt in mechanischer Form unter normalen und unnormalen Betriebsbedingungen,Schutzschalter,Motoranlasser,Motoranlasser
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Motoranlasser,Elektronischer Leistungsschalter
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Motoranlasser,Motoranlasser
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Motoranlasser,Stromsteuerungsobjekt in elektronischer Form
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Defibrillator,Elektronischer Leistungsschalter
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Defibrillator,Defibrillator
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Defibrillator,Stromsteuerungsobjekt in elektronischer Form
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Thyristor,Elektronischer Leistungsschalter
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Thyristor,Thyristor
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Thyristor,Stromsteuerungsobjekt in elektronischer Form
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Röhrenleistungstransistor,Röhrenleistungstransistor
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Röhrenleistungstransistor,Elektronischer Leistungsschalter
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Röhrenleistungstransistor,Stromsteuerungsobjekt in elektronischer Form
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Solid-State-Leistungstransistor,Solid-State-Leistungstransistor
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Solid-State-Leistungstransistor,Elektronischer Leistungsschalter
Q,QA,QAC,QAC,Stromsteuerungsobjekt in elektronischer Form,Elektronischer Leistungsschalter,Solid-State-Leistungstransistor,Stromsteuerungsobjekt in elektronischer Form
Q,QB,,QB,Steuerobjekt durch Trennen elektrischer Stromkreise,Elektrisches Trennobjekt,,Steuerobjekt durch Trennen elektrischer Stromkreise
Q,QB,,QB,Steuerobjekt durch Trennen elektrischer Stromkreise,Elektrisches Trennobjekt,,Elektrisches Trennobjekt
Q,QB,QBA,QBA,Elektrisches Trennobjekt nur zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis,Sicherungsloser Trennschalter,Lasttrennschalter,Lasttrennschalter
Q,QB,QBA,QBA,Elektrisches Trennobjekt nur zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis,Sicherungsloser Trennschalter,Lasttrennschalter,Sicherungsloser Trennschalter
Q,QB,QBA,QBA,Elektrisches Trennobjekt nur zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis,Sicherungsloser Trennschalter,Lasttrennschalter,Elektrisches Trennobjekt nur zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis
Q,QB,QBA,QBA,Elektrisches Trennobjekt nur zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis,Sicherungsloser Trennschalter,Trennschalter,Trennschalter
Q,QB,QBA,QBA,Elektrisches Trennobjekt nur zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis,Sicherungsloser Trennschalter,Trennschalter,Sicherungsloser Trennschalter
Q,QB,QBA,QBA,Elektrisches Trennobjekt nur zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis,Sicherungsloser Trennschalter,Trennschalter,Elektrisches Trennobjekt nur zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis
Q,QB,QBB,QBB,Elektrisches Trennobjekt zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis und mit einer integrierten Sicherung,Gesicherter Trennschalter,Sicherungstrennschalter,Elektrisches Trennobjekt zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis und mit einer integrierten Sicherung
Q,QB,QBB,QBB,Elektrisches Trennobjekt zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis und mit einer integrierten Sicherung,Gesicherter Trennschalter,Sicherungstrennschalter,Gesicherter Trennschalter
Q,QB,QBB,QBB,Elektrisches Trennobjekt zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis und mit einer integrierten Sicherung,Gesicherter Trennschalter,Sicherungstrennschalter,Sicherungstrennschalter
Q,QB,QBB,QBB,Elektrisches Trennobjekt zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis und mit einer integrierten Sicherung,Gesicherter Trennschalter,Trenn-sicherung,Elektrisches Trennobjekt zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis und mit einer integrierten Sicherung
Q,QB,QBB,QBB,Elektrisches Trennobjekt zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis und mit einer integrierten Sicherung,Gesicherter Trennschalter,Trenn-sicherung,Gesicherter Trennschalter
Q,QB,QBB,QBB,Elektrisches Trennobjekt zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis und mit einer integrierten Sicherung,Gesicherter Trennschalter,Trenn-sicherung,Trenn-sicherung
Q,QC,,QC,Steuerobjekt durch Erdung elektrischer Stromkreise,Elektrisches Erdungsobjekt,,Steuerobjekt durch Erdung elektrischer Stromkreise
Q,QC,,QC,Steuerobjekt durch Erdung elektrischer Stromkreise,Elektrisches Erdungsobjekt,,Elektrisches Erdungsobjekt
Q,QC,QCA,QCA,Elektrisches Erdungsobjekt zum Anschluss von elektrischen Kreisen an Masse,Erdungsschalter,,Erdungsschalter
Q,QC,QCA,QCA,Elektrisches Erdungsobjekt zum Anschluss von elektrischen Kreisen an Masse,Erdungsschalter,,Elektrisches Erdungsobjekt zum Anschluss von elektrischen Kreisen an Masse
Q,QM,,QM,Steuerobjekt zum Aktivieren/Deaktivieren von Flüssigkeiten in verschlossenen Umschließungen,Schaltobjekt für eingeschlossene Flüssigkeiten,,Steuerobjekt zum Aktivieren/Deaktivieren von Flüssigkeiten in verschlossenen Umschließungen
Q,QM,,QM,Steuerobjekt zum Aktivieren/Deaktivieren von Flüssigkeiten in verschlossenen Umschließungen,Schaltobjekt für eingeschlossene Flüssigkeiten,,Schaltobjekt für eingeschlossene Flüssigkeiten
Q,QM,QMA,QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen,Flüssigkeitsabsperrventil,Stopfen,Flüssigkeitsabsperrventil
Q,QM,QMA,QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen,Flüssigkeitsabsperrventil,Stopfen,Stopfen
Q,QM,QMA,QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen,Flüssigkeitsabsperrventil,Hahn,Hahn
Q,QM,QMA,QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen,Flüssigkeitsabsperrventil,Hahn,Flüssigkeitsabsperrventil
Q,QM,QMA,QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen,Flüssigkeitsabsperrventil,Stopfen,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen
Q,QM,QMA,QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen,Flüssigkeitsabsperrventil,Absperrhahn,Absperrhahn
Q,QM,QMA,QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen,Flüssigkeitsabsperrventil,Absperrhahn,Flüssigkeitsabsperrventil
Q,QM,QMA,QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen,Flüssigkeitsabsperrventil,Absperrhahn,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen
Q,QM,QMA,QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen,Flüssigkeitsabsperrventil,Hahn,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen
